time,user_id,action,text
2026-05-13T13:03:31,5923496619,ask,В каком году была принята первая конституция Казахстана
2026-05-13T13:04:54,5923496619,quiz,"Logic Data structures: Hash Tables, Tree. обьясни эту тему"
